id_0;fid_unidad;cod_le;cod_ue_det;des_ue_det;cod_dep;nom_dep;cod_prov;nom_prov;cod_mun;nom_mun;cod_mod_ap;modalidad;cod_le_12;cod_ue;des_ue;area;cod_depn;cant_2020;crec_anual;cant_2024
7014;14950;81980750;81981453;VIRGEN DE LA PURISIMA;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980750;81981453;VIRGEN DE LA PURISIMA;U;1;50;8;
7015;14744;81980539;81981213;BOLIVIANO INGLES;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980539;81981213;BOLIVIANO INGLES;U;3;127;8;
7016;5136;70930029;70930029;DANIEL SANCHEZ BUSTAMANTE;3;Cochabamba;6;Arque;2;Tacopaya;1;Regular;70930029;70930029;DANIEL SANCHEZ BUSTAMANTE;R;1;883;7;
7017;14984;81980785;81981507;NUEVA PRIMAVERA;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980785;81981507;NUEVA PRIMAVERA;U;3;479;4;
7018;14375;81980083;81980376;23 DE ABRIL;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980083;81980376;23 DE ABRIL;U;1;521;1;
7019;6726;71980017;71980016;MCAL. ANTONIO JOSE DE SUCRE;7;Santa Cruz;1;Andres Iba?ez;2;Cotoca;1;Regular;71980017;71980016;MCAL. ANTONIO JOSE DE SUCRE;R;1;412;9;
7020;10080;80880133;80880135;WAWA UTA DE ESTRONI;3;Cochabamba;11;Tapacari;1;Tapacari;1;Regular;80880133;80880135;WAWA UTA DE ESTRONI;R;1;375;4;
7021;10469;80950017;80950016;TUNAZANI;3;Cochabamba;4;Esteban Arce;1;Tarata;1;Regular;80950017;80950016;TUNAZANI;R;1;663;6;
7022;14786;81980583;81981265;SANTA MARIA;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980583;81981265;SANTA MARIA;U;3;437;6;
7023;4973;70870061;70870059;FILIBERTO ALVARADO;3;Cochabamba;12;Carrasco;2;Pojo;1;Regular;70870061;70870059;FILIBERTO ALVARADO;R;1;811;2;
7024;11090;81110032;81110032;CHA'LLUMA LUPI;4;Oruro;13;San Pedro De Totora;1;San Pedro de Totora;1;Regular;81110032;81110032;CHA'LLUMA LUPI;R;1;611;7;
7025;4955;70870039;70870036;DARIO MERCADO;3;Cochabamba;12;Carrasco;2;Pojo;1;Regular;70870039;70870036;DARIO MERCADO;R;1;219;2;
7026;4923;70860036;70860069;27 DE MAYO DE VISCACHANI;3;Cochabamba;13;Mizque;3;Alalay;1;Regular;70860036;70860069;27 DE MAYO DE VISCACHANI;R;1;716;8;
7027;9974;80880019;80880019;CAAHUIPALCA;3;Cochabamba;11;Tapacari;1;Tapacari;1;Regular;80880019;80880019;CAAHUIPALCA;R;1;862;6;
7028;5115;70930008;70930008;6 DE AGOSTO;3;Cochabamba;6;Arque;2;Tacopaya;1;Regular;70930008;70930008;6 DE AGOSTO;R;1;71;3;
7029;14977;81980778;"81981499;81981500";"NACIONAL LIBERTAD;LIBERTAD";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980778;81981500;LIBERTAD;U;1;853;0;
7030;14967;81980767;81981485;MARISCAL ANDRES DE SANTA CRUZ;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;2;Alternativa;81980767;81981485;MARISCAL ANDRES DE SANTA CRUZ;U;1;393;8;
7031;4974;70870063;70870062;1RO. DE MAYO;3;Cochabamba;12;Carrasco;2;Pojo;1;Regular;70870063;70870062;1RO. DE MAYO;R;1;728;7;
7032;14590;81980365;"81981017;81981393";"COTOCA;NACIONAL COTOCA";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980365;81981393;NACIONAL COTOCA;U;1;387;7;
7033;14535;81980263;"81980458;81980460;81981335";"ELFFY RIBERA DE BARBERY B;RANCHO NUEVO;RANCHO NUEVO B";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;2;Alternativa;81980263;81981335;RANCHO NUEVO B;U;1;993;2;
7034;14354;81980061;81980375;24 DE JULIO;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980061;81980375;24 DE JULIO;U;1;432;0;
7035;5120;70930013;70930013;LITORAL CAUTIVO;3;Cochabamba;6;Arque;1;Arque;1;Regular;70930013;70930013;LITORAL CAUTIVO;R;1;311;10;
7036;5273;70950052;70950052;SIMON BOLIVAR;3;Cochabamba;4;Esteban Arce;2;Anzaldo;1;Regular;70950052;70950052;SIMON BOLIVAR;R;1;22;8;
7037;14309;81980015;"81980076;81980077";"VIRGEN DE COTOCA I;VIRGEN DE COTOCA II";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980015;81980076;VIRGEN DE COTOCA I;U;1;186;5;
7038;10117;80880170;80880172;KARPANI;3;Cochabamba;6;Arque;2;Tacopaya;1;Regular;80880170;80880172;KARPANI;R;1;382;4;
7039;14954;81980754;81981459;18 DE JULIO JOSE MARTI;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980754;81981459;18 DE JULIO JOSE MARTI;U;1;785;3;
7040;10325;80920019;80920017;ORCOMA;3;Cochabamba;7;Capinota;3;Sicaya;1;Regular;80920019;80920017;ORCOMA;R;1;447;5;
7041;14708;81980502;81981154;16 DE JULIO;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980502;81981154;16 DE JULIO;U;3;801;7;
7042;10378;80930032;80930032;SIMON BOLIVAR;3;Cochabamba;6;Arque;1;Arque;1;Regular;80930032;80930032;SIMON BOLIVAR;R;1;767;4;
7043;448;40710011;40710011;COBRE VILLA;2;La Paz;3;Pacajes;5;Charana;1;Regular;40710011;40710011;COBRE VILLA;R;1;35;9;
7044;2486;60870038;60870037;MARCELO QUIROGA SANTA CRUZ;3;Cochabamba;12;Carrasco;3;Pocona;1;Regular;60870038;60870037;MARCELO QUIROGA SANTA CRUZ;R;1;146;1;
7045;14983;81980784;81981506;VIRGEN DE LA ENCINA;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980784;81981506;VIRGEN DE LA ENCINA;U;3;850;6;
7046;10331;80920025;80920026;SARCOBAMBA;3;Cochabamba;7;Capinota;1;Capinota;1;Regular;80920025;80920026;SARCOBAMBA;R;1;232;5;
7047;14379;81980087;"81980081;81980083";"ISUTO MAANA;ISUTO TARDE";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980087;81980081;ISUTO MAANA;U;1;338;0;
7048;10341;80920035;80920010;CORNELIS;3;Cochabamba;7;Capinota;1;Capinota;1;Regular;80920035;80920010;CORNELIS;R;1;239;2;
7049;14655;81980446;81981097;PUERTA DEL EXITO;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980446;81981097;PUERTA DEL EXITO;U;3;390;2;
7050;14488;81980210;"81980387;81980425";"REAL AMERICA;FLORIDA";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;2;Alternativa;81980210;81980387;REAL AMERICA;U;1;655;6;
7051;14602;81980388;"81980427;81981205";"NUEVA ESPERANZA MAANA;NUEVA ESPERANZA TARDE";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980388;81980427;NUEVA ESPERANZA MAANA;U;1;367;0;
7052;14605;81980392;81981041;LA RESURECCION NORTE;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980392;81981041;LA RESURECCION NORTE;U;1;968;8;
7053;5169;70930072;70930073;WAWA WASI DE VILOTA GRANDE;3;Cochabamba;6;Arque;1;Arque;1;Regular;70930072;70930073;WAWA WASI DE VILOTA GRANDE;R;1;800;0;
7054;5124;70930017;70930015;SIMON RODRIGUEZ CARREO;3;Cochabamba;6;Arque;2;Tacopaya;1;Regular;70930017;70930015;SIMON RODRIGUEZ CARREO;R;1;984;5;
7055;9920;80870013;80870023;KAYARANI;3;Cochabamba;12;Carrasco;1;Totora;1;Regular;80870013;80870023;KAYARANI;R;1;911;2;
7056;6752;71980048;71980060;ANTONIO VACA DIEZ CUELLAR;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;71980048;71980060;ANTONIO VACA DIEZ CUELLAR;U;2;745;5;
7057;7983;80560044;80560048;SIMON BOLIVAR VILLA VISTA;2;La Paz;18;Gualberto Villarroe;1;San Pedro de Curahuara;1;Regular;80560044;80560048;SIMON BOLIVAR VILLA VISTA;R;1;745;8;
7058;14378;81980086;"81980491;81981446";"ISMAEL MONTES;ISMAEL MONTES SANTA LUCIA";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980086;81980491;ISMAEL MONTES;U;1;83;8;
7059;5127;70930020;70930017;MARIA JOSEFA MUJIA;3;Cochabamba;6;Arque;2;Tacopaya;1;Regular;70930020;70930017;MARIA JOSEFA MUJIA;R;1;193;10;
7060;5154;70930050;70930052;MEJILLONES;3;Cochabamba;6;Arque;1;Arque;1;Regular;70930050;70930052;MEJILLONES;R;1;248;9;
7061;14578;81980347;81980415;JOSEFINA BALSAMO LOS TUSEQUIS;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980347;81980415;JOSEFINA BALSAMO LOS TUSEQUIS;U;2;663;4;
7062;14571;81980333;"81980992;81981048";"SANTA ANA D;SANTA ANA E";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980333;81981048;SANTA ANA E;U;3;21;1;
7063;14392;81980106;"81980353;81981000";"SAN JORGE NORTE;JOHNNY FERNANDEZ";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980106;81980353;SAN JORGE NORTE;U;1;64;3;
7064;11400;81230007;81230007;CALAPATA;4;Oruro;1;Cercado;3;Soracachi;1;Regular;81230007;81230007;CALAPATA;R;1;182;2;
7065;14709;81980503;81981155;BOLIVIANO JAPONES;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980503;81981155;BOLIVIANO JAPONES;U;3;522;9;
7066;14893;81980692;81981383;CIAP;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980692;81981383;CIAP;U;3;448;8;
7067;14951;81980751;81981454;JUNIN II;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;2;Alternativa;81980751;81981454;JUNIN II;U;3;470;8;
7068;9936;80870030;80870046;JOSE CARRASCO TORRICO;3;Cochabamba;12;Carrasco;1;Totora;1;Regular;80870030;80870046;JOSE CARRASCO TORRICO;R;1;487;7;
7069;10315;80920009;80920007;CHOJAPAMPA;3;Cochabamba;7;Capinota;3;Sicaya;1;Regular;80920009;80920007;CHOJAPAMPA;R;1;675;2;
7070;14577;81980346;"81980260;81980261";"SAN ANTONIO F;SAN ANTONIO G";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980346;81980260;SAN ANTONIO F;U;2;511;6;
7071;6744;71980040;71980050;CLUB SOCIAL 24 DE SEPTIEMBRE;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;71980040;71980050;CLUB SOCIAL 24 DE SEPTIEMBRE;U;1;76;4;
7072;4119;70560005;70560005;MOLLEBAMBA;2;La Paz;18;Gualberto Villarroe;2;Papel Pampa;1;Regular;70560005;70560005;MOLLEBAMBA;R;1;722;6;
7073;9956;80870066;80870082;TOTORA;3;Cochabamba;12;Carrasco;1;Totora;2;Alternativa;80870066;80870082;TOTORA;R;1;107;7;
7074;14371;81980079;"81980371;81980374;81981282";"ELFFY RIBERA DE BARBERY A;HILARION TOMELICHT ARDAYA I;HILARION TOMELICHT ARDAYA II";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980079;81980374;HILARION TOMELICHT ARDAYA I;U;1;104;3;
7075;14833;81980631;81981326;EL RETOO;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980631;81981326;EL RETOO;U;1;819;9;
7076;14813;81980610;81981304;AYACUCHO;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980610;81981304;AYACUCHO;U;3;304;0;
7077;14765;81980560;81981237;VIRGEN DE COTOCA;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980560;81981237;VIRGEN DE COTOCA;U;3;373;7;
7078;4126;70560012;70560012;SANTOS MARCA THOLA;2;La Paz;18;Gualberto Villarroe;2;Papel Pampa;1;Regular;70560012;70560012;SANTOS MARCA THOLA;R;1;52;4;
7079;14447;81980165;81980170;SEOR DE LOS MILAGROS A;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980165;81980170;SEOR DE LOS MILAGROS A;U;2;288;1;
7080;14942;81980742;"81981442;81981458";"24 DE SEPTIEMBRE - B;24 DE SEPTIEMBRE";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980742;81981458;24 DE SEPTIEMBRE;U;3;428;4;
7081;14372;81980080;"81980378;81980379;81980421";"LOS TUSEQUIS MAANA;LOS TUSEQUIS TARDE;ALIPIO VALENCIA VEGA";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;2;Alternativa;81980080;81980421;ALIPIO VALENCIA VEGA;U;1;24;9;
7082;10399;80930058;80930055;WAWA WASI DE COCAMARCA;3;Cochabamba;6;Arque;1;Arque;2;Alternativa;80930058;80930055;WAWA WASI DE COCAMARCA;R;1;234;4;
7083;14782;81980578;81981260;EAGLES SCHOOL;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980578;81981260;EAGLES SCHOOL;U;3;303;7;
7084;11409;81230017;81230017;CONCHIRI;4;Oruro;1;Cercado;3;Soracachi;1;Regular;81230017;81230017;CONCHIRI;R;1;226;0;
7085;14972;81980772;81981490;DULCE AMOR;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980772;81981490;DULCE AMOR;U;3;544;9;
7086;6737;71980030;71980040;LA PURISIMA;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;71980030;71980040;LA PURISIMA;U;1;105;8;
7087;5231;70950002;70950001;VILLA TOTORAL;3;Cochabamba;4;Esteban Arce;2;Anzaldo;1;Regular;70950002;70950001;VILLA TOTORAL;R;1;600;8;
7088;14887;81980686;81981375;EL DORADO NORTE;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980686;81981375;EL DORADO NORTE;U;1;549;5;
7089;1476;50950010;50950010;PUCARUMA;3;Cochabamba;4;Esteban Arce;4;Sacabamba;1;Regular;50950010;50950010;PUCARUMA;R;1;551;8;
7090;6711;71980002;"71980012;71980059";"REPUBLICA DE MEXICO;REPUBLICA DE MEXICO TURNO TARDE";7;Santa Cruz;1;Andres Iba?ez;2;Cotoca;1;Regular;71980002;71980012;REPUBLICA DE MEXICO;R;1;147;4;
7091;14574;81980343;81980998;POMPEYA SANTISIMO REDENTOR;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980343;81980998;POMPEYA SANTISIMO REDENTOR;U;1;568;4;
7092;5528;71230039;71230041;VICTOR PAZ ESTENSSORO;2;La Paz;18;Gualberto Villarroe;2;Papel Pampa;1;Regular;71230039;71230041;VICTOR PAZ ESTENSSORO;R;1;151;5;
7093;14484;81980206;"81980363;81980365;81980367;81980368";"GERMAN BUSCH I;GERMAN BUSCH II;GERMAN BUSCH III;GERMAN BUSCH IV";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980206;81980363;GERMAN BUSCH I;U;1;492;7;
7094;1497;50950032;50950030;WAWA WASI DE PUCARUMA;3;Cochabamba;4;Esteban Arce;4;Sacabamba;1;Regular;50950032;50950030;WAWA WASI DE PUCARUMA;R;1;212;6;
7095;14609;81980397;81981047;BOLIVIANO PARAGUAYO;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980397;81981047;BOLIVIANO PARAGUAYO;U;3;769;6;
7096;5260;70950036;70950039;MARIA GANDARILLAS;3;Cochabamba;4;Esteban Arce;2;Anzaldo;1;Regular;70950036;70950039;MARIA GANDARILLAS;R;1;168;5;
7097;14684;81980477;81981128;MIGUEL DE CERVANTES SAAVEDRA;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980477;81981128;MIGUEL DE CERVANTES SAAVEDRA;U;3;107;7;
7098;5156;70930052;70930030;JULIAN APAZA;3;Cochabamba;6;Arque;1;Arque;1;Regular;70930052;70930030;JULIAN APAZA;R;1;317;8;
7099;4948;70870032;70870029;TELESFORO GUEVARA;3;Cochabamba;12;Carrasco;2;Pojo;1;Regular;70870032;70870029;TELESFORO GUEVARA;R;1;160;10;
7100;14584;81980359;"81981011;81981208";"LUZ Y SABER I;LUZ Y SABER II";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980359;81981208;LUZ Y SABER II;U;1;150;9;
7101;14362;81980070;81980419;SANTA ROSA DE LIMA;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980070;81980419;SANTA ROSA DE LIMA;U;2;361;3;
7102;14961;81980761;81980383;MODULO EDUCATIVO GERMAN BUSCH 1;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980761;81980383;MODULO EDUCATIVO GERMAN BUSCH 1;U;1;428;9;
7103;14611;81980400;81981050;ADVENTISTA SANTA CRUZ;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980400;81981050;ADVENTISTA SANTA CRUZ;U;3;376;5;
7104;14874;81980673;81981361;REY DAVID;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980673;81981361;REY DAVID;U;3;261;3;
7105;10343;80920037;80920023;SAJPAYA;3;Cochabamba;7;Capinota;1;Capinota;1;Regular;80920037;80920023;SAJPAYA;R;1;44;6;
7106;4901;70860010;70860055;PHAQCHA;3;Cochabamba;13;Mizque;3;Alalay;1;Regular;70860010;70860055;PHAQCHA;R;1;206;8;
7107;6725;71980016;71980021;GERMAN BUSCH;7;Santa Cruz;1;Andres Iba?ez;2;Cotoca;1;Regular;71980016;71980021;GERMAN BUSCH;R;1;403;6;
7108;14859;81980658;81981347;HOREB;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980658;81981347;HOREB;U;3;329;5;
7109;2455;60870004;60870004;JUAN JOSE TORREZ;3;Cochabamba;12;Carrasco;3;Pocona;1;Regular;60870004;60870004;JUAN JOSE TORREZ;R;1;805;3;
7110;14344;81980051;"81980380;81980381";"7 DE SEPTIEMBRE TARDE;7 DE SEPTIEMBRE";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980051;81980380;7 DE SEPTIEMBRE TARDE;U;1;16;0;
7111;2485;60870036;60870035;21 DE MAYO;3;Cochabamba;12;Carrasco;3;Pocona;1;Regular;60870036;60870035;21 DE MAYO;R;1;217;7;
7112;14879;81980678;81981368;LUZ DE ESPERANZA;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980678;81981368;LUZ DE ESPERANZA;U;1;323;1;
7113;14351;81980058;"81980389;81980392";"CLARA CUTA;VERTINO CANDIA AYALA";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980058;81980389;CLARA CUTA;U;1;747;2;
7114;14649;81980440;81981091;SANTA CECILIA;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980440;81981091;SANTA CECILIA;U;3;115;0;
7115;4139;70560025;70560025;JALSURI;2;La Paz;18;Gualberto Villarroe;1;San Pedro de Curahuara;1;Regular;70560025;70560025;JALSURI;R;1;548;8;
7116;14654;81980445;81981096;MAYOR SAN LORENZO;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980445;81981096;MAYOR SAN LORENZO;U;3;863;9;
7117;5168;70930071;70930072;WAWA WASI DE ACHACOTA;3;Cochabamba;6;Arque;1;Arque;1;Regular;70930071;70930072;WAWA WASI DE ACHACOTA;R;1;650;6;
7118;10337;80920031;80920032;YATAMOCO;3;Cochabamba;7;Capinota;1;Capinota;1;Regular;80920031;80920032;YATAMOCO;R;1;589;9;
7119;10314;80920008;80920006;CHIIRI;3;Cochabamba;7;Capinota;1;Capinota;1;Regular;80920008;80920006;CHIIRI;R;1;634;6;
7120;9937;80870031;"80870047;80870048";"LA PAZ;MARTIN MOSTAJO";3;Cochabamba;12;Carrasco;1;Totora;1;Regular;80870031;80870048;MARTIN MOSTAJO;R;1;135;10;
7121;14361;81980069;"81980370;81980987;81981476";"NACIONES UNIDAS TARDE;NACIONES UNIDAS MAANA;JUAN PABLO II";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980069;81980987;NACIONES UNIDAS MAANA;U;1;903;1;
7122;4144;70560030;70560030;GUALBERTO VILLARROEL DE CHAPICOLLO;2;La Paz;18;Gualberto Villarroe;1;San Pedro de Curahuara;1;Regular;70560030;70560030;GUALBERTO VILLARROEL DE CHAPICOLLO;R;1;348;7;
7123;4982;70870077;70870085;19 DE MARZO;3;Cochabamba;12;Carrasco;2;Pojo;1;Regular;70870077;70870085;19 DE MARZO;R;1;727;0;
7124;14369;81980077;"81980407;81980410";"JOSEFINA BALSAMO LOS PINOS;SAGRADO CORAZON DE JESUS";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980077;81980407;JOSEFINA BALSAMO LOS PINOS;U;2;294;1;
7125;10095;80880148;80880151;WAWA WASI DE JAPO KHASA;3;Cochabamba;11;Tapacari;1;Tapacari;1;Regular;80880148;80880151;WAWA WASI DE JAPO KHASA;R;1;483;2;
7126;5245;70950018;70950021;VITALIANO RODRIGUEZ;3;Cochabamba;4;Esteban Arce;2;Anzaldo;1;Regular;70950018;70950021;VITALIANO RODRIGUEZ;R;1;20;4;
7127;14946;81980746;81981449;CENTRO DE LOS SUEOS;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980746;81981449;CENTRO DE LOS SUEOS;U;3;625;8;
7128;14868;81980667;"81981355;81981364";"LOS CUSIS;HEROES DEL PACIFICO";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980667;81981355;LOS CUSIS;U;1;948;5;
7129;9996;80880041;80880044;WAYLLATAMBO;3;Cochabamba;11;Tapacari;1;Tapacari;1;Regular;80880041;80880044;WAYLLATAMBO;R;1;33;2;
7130;4898;70860007;70860020;QIWIAL;3;Cochabamba;13;Mizque;3;Alalay;1;Regular;70860007;70860020;QIWIAL;R;1;48;5;
7131;5109;70930001;70930001;LUIS ESPINAL;3;Cochabamba;6;Arque;1;Arque;1;Regular;70930001;70930001;LUIS ESPINAL;R;1;532;5;
7132;14867;81980666;81981354;GRAN PAITITI;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980666;81981354;GRAN PAITITI;U;1;910;10;
7133;14762;81980557;81981234;COSTA RICA;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980557;81981234;COSTA RICA;U;3;700;1;
7134;14886;81980685;81981374;NUEVO HORIZONTE;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980685;81981374;NUEVO HORIZONTE;U;1;756;5;
7135;14583;81980358;81981010;26 DE NOVIEMBRE;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980358;81981010;26 DE NOVIEMBRE;U;1;478;2;
7136;14933;81980733;"81981432;81981498";"SAN CAYETANO;SAN JORGE";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980733;81981432;SAN CAYETANO;U;1;362;7;
7137;455;40710031;40710029;JALSURI;2;La Paz;3;Pacajes;5;Charana;1;Regular;40710031;40710029;JALSURI;R;1;454;8;
7138;14939;81980739;81981439;GLORIA I;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;2;Alternativa;81980739;81981439;GLORIA I;U;3;970;9;
7139;5116;70930009;70930009;GABRIELA MISTRAL;3;Cochabamba;6;Arque;1;Arque;1;Regular;70930009;70930009;GABRIELA MISTRAL;R;1;888;6;
7140;10462;80950010;80950009;LOKHOSGA;3;Cochabamba;4;Esteban Arce;1;Tarata;1;Regular;80950010;80950009;LOKHOSGA;R;1;487;1;
7141;10017;80880063;80880067;KUSILLIRI;3;Cochabamba;11;Tapacari;1;Tapacari;1;Regular;80880063;80880067;KUSILLIRI;R;1;381;3;
7142;4927;70870006;70870061;EMILIO GRAGEDA ZURITA;3;Cochabamba;12;Carrasco;2;Pojo;1;Regular;70870006;70870061;EMILIO GRAGEDA ZURITA;R;1;37;4;
7143;14788;81980585;81981267;SAN JUAN BAUTISTA;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980585;81981267;SAN JUAN BAUTISTA;U;3;990;8;
7144;10490;80950045;80950044;WAWA WASI DE LOKHOSGA;3;Cochabamba;4;Esteban Arce;1;Tarata;1;Regular;80950045;80950044;WAWA WASI DE LOKHOSGA;R;1;664;6;
7145;9951;80870061;80870077;21 DE JULIO;3;Cochabamba;12;Carrasco;1;Totora;1;Regular;80870061;80870077;21 DE JULIO;R;1;93;4;
7146;14912;81980712;"81981408;81981518";"24 DE MARZO;24 DE MARZO C";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980712;81981408;24 DE MARZO;U;1;317;4;
7147;14370;81980078;"81980384;81980991";"LOS SAUCES II;LOS SAUCES I";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980078;81980991;LOS SAUCES I;R;1;372;1;
7148;1474;50950008;50950008;LLALLAGUA;3;Cochabamba;14;Punata;5;Cuchumuela (V. G.Villarroel);1;Regular;50950008;50950008;LLALLAGUA;R;1;395;10;
7149;1477;50950011;50950011;SAN PEDRO;3;Cochabamba;4;Esteban Arce;4;Sacabamba;1;Regular;50950011;50950011;SAN PEDRO;R;1;790;3;
7150;14353;81980060;"81980434;81980437;81981210";"EL PROGRESO;SAN MARTIN MAANA;SAN MARTIN TARDE";7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980060;81980437;SAN MARTIN MAANA;U;1;70;4;
7151;14357;81980065;81980386;ADDITA MALDONADO DE LUTZ;7;Santa Cruz;1;Andres Iba?ez;1;Santa Cruz de la Sierra;1;Regular;81980065;81980386;ADDITA MALDONADO DE LUTZ;U;1;623;1;
7152;3588;61980031;61980035;URUBO BARRANCA;7;Santa Cruz;1;Andres Iba?ez;3;Porongo (Ayacucho);1;Regular;61980031;61980035;URUBO BARRANCA;R;1;529;6;
